,id1,id2,analysis1,analysis2,similarity
146,737.0,616.0,Zhang_2016_semithin_neurons_quantitation,Guidetti_2001_sections_spines_primary_quantitation,0.75
147,341.0,402.0,Horvath_2011_sections_TH_neurons_quantitation,Sun_2012_sections_nissl_neurons_quantitation,0.75
148,355.0,348.0,Johnson_2010b_mouse_sections_Thneg_neurons_quantitation,Johnson_2010_Wtmice_sections_THneg_neurons_quantitation,0.75
149,411.0,360.0,Vidyadhara_2017_F1-1_sections_TH_neurons_quantitation,Kang_2010_sections_TH_neurons_quantitation,0.75
150,402.0,341.0,Sun_2012_sections_nissl_neurons_quantitation,Horvath_2011_sections_TH_neurons_quantitation,0.75
151,354.0,348.0,Johnson_2010b_mouse_sections_TH_neurons_quantitation,Johnson_2010_Wtmice_sections_THneg_neurons_quantitation,0.75
152,410.0,360.0,Vidyadhara_2017_cd1_sections_th_neurons_quantitation,Kang_2010_sections_TH_neurons_quantitation,0.75
153,617.0,737.0,Guidetti_2001_sections_spines_secondary_quantitation,Zhang_2016_semithin_neurons_quantitation,0.75
154,617.0,596.0,Guidetti_2001_sections_spines_secondary_quantitation,Dodds_2014_sections_neurons_quantitation,0.75
155,360.0,411.0,Kang_2010_sections_TH_neurons_quantitation,Vidyadhara_2017_F1-1_sections_TH_neurons_quantitation,0.75
156,360.0,410.0,Kang_2010_sections_TH_neurons_quantitation,Vidyadhara_2017_cd1_sections_th_neurons_quantitation,0.75
157,360.0,409.0,Kang_2010_sections_TH_neurons_quantitation,Vidyadhara_2017_c57bl/6_sections_th_neurons_quantitation,0.75
158,740.0,617.0,Zhang_2016_ultrathin_synapses_quantitation,Guidetti_2001_sections_spines_secondary_quantitation,0.75
159,740.0,616.0,Zhang_2016_ultrathin_synapses_quantitation,Guidetti_2001_sections_spines_primary_quantitation,0.75
160,695.0,90.0,Samadi_2013_13w_sections_neurons_quantitation,Eilam_2003_sections_NeuN_mediumcells_quantitation,0.8
161,202.0,368.0,Parish_2001_snc_NR_neurons_quantitations,Ma_2009_mountedsections_nissl_neurons_quantitation,0.8
162,368.0,202.0,Ma_2009_mountedsections_nissl_neurons_quantitation,Parish_2001_snc_NR_neurons_quantitations,0.8
163,694.0,90.0,Samadi_2013_11w_sections_neurons_quantitation,Eilam_2003_sections_NeuN_mediumcells_quantitation,0.8
164,696.0,90.0,Samadi_2013_13w_sections_glia_quantitation,Eilam_2003_sections_NeuN_mediumcells_quantitation,0.8
165,202.0,520.0,Parish_2001_snc_NR_neurons_quantitations,Breckenridge_2013_study4_sections_CV_neurons_quantitation,0.8333333333333334
166,520.0,202.0,Breckenridge_2013_study4_sections_CV_neurons_quantitation,Parish_2001_snc_NR_neurons_quantitations,0.8333333333333334
167,442.0,491.0,Chadi_1993_sections_TH_neurons_quantitation,Walters_1999_sections_TH_neurons_quantitation,0.8571428571428571
168,491.0,442.0,Walters_1999_sections_TH_neurons_quantitation,Chadi_1993_sections_TH_neurons_quantitation,0.8571428571428571
169,596.0,91.0,Dodds_2014_sections_neurons_quantitation,Eilam_2003_sections_NeuN_cells_quantitation,1.0
170,596.0,89.0,Dodds_2014_sections_neurons_quantitation,Eilam_2003_sections_NeuN_smallcells_quantitation,1.0
171,596.0,90.0,Dodds_2014_sections_neurons_quantitation,Eilam_2003_sections_NeuN_mediumcells_quantitation,1.0
172,505.0,362.0,Komnig_2016b_sections_nissl_neurons_quantitation,Komnig_2016_14w_sections_TH_neurons_quantitation,1.0
173,505.0,363.0,Komnig_2016b_sections_nissl_neurons_quantitation,Komnig_2016_24w_sections_TH_neurons_quantitation,1.0
174,316.0,312.0,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,MBA Cell Type Atlas_PV_brains_PV_neurons_quantitation,1.0
175,316.0,318.0,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,MBA Cell Type Atlas_VIP_brains_neurons_quantitation,1.0
176,316.0,317.0,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,MBA Cell Type Atlas_VIP:CR_brains_VIP:CR_neurons_quantitation,1.0
177,317.0,312.0,MBA Cell Type Atlas_VIP:CR_brains_VIP:CR_neurons_quantitation,MBA Cell Type Atlas_PV_brains_PV_neurons_quantitation,1.0
178,317.0,318.0,MBA Cell Type Atlas_VIP:CR_brains_VIP:CR_neurons_quantitation,MBA Cell Type Atlas_VIP_brains_neurons_quantitation,1.0
179,317.0,316.0,MBA Cell Type Atlas_VIP:CR_brains_VIP:CR_neurons_quantitation,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,1.0
180,312.0,317.0,MBA Cell Type Atlas_PV_brains_PV_neurons_quantitation,MBA Cell Type Atlas_VIP:CR_brains_VIP:CR_neurons_quantitation,1.0
181,312.0,318.0,MBA Cell Type Atlas_PV_brains_PV_neurons_quantitation,MBA Cell Type Atlas_VIP_brains_neurons_quantitation,1.0
182,312.0,316.0,MBA Cell Type Atlas_PV_brains_PV_neurons_quantitation,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,1.0
183,641.0,639.0,Lauber_2016_sections_VVA_neurons_quantitation,Lauber_2018_sections_PV_neurons_quantitation,1.0
184,641.0,640.0,Lauber_2016_sections_VVA_neurons_quantitation,Lauber_2018_sections_VVA_quantitation,1.0
185,363.0,364.0,Komnig_2016_24w_sections_TH_neurons_quantitation,Komnig_2016b_sections_TH_neurons_quantitation,1.0
186,363.0,505.0,Komnig_2016_24w_sections_TH_neurons_quantitation,Komnig_2016b_sections_nissl_neurons_quantitation,1.0
187,318.0,317.0,MBA Cell Type Atlas_VIP_brains_neurons_quantitation,MBA Cell Type Atlas_VIP:CR_brains_VIP:CR_neurons_quantitation,1.0
188,318.0,312.0,MBA Cell Type Atlas_VIP_brains_neurons_quantitation,MBA Cell Type Atlas_PV_brains_PV_neurons_quantitation,1.0
189,318.0,316.0,MBA Cell Type Atlas_VIP_brains_neurons_quantitation,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,1.0
190,362.0,364.0,Komnig_2016_14w_sections_TH_neurons_quantitation,Komnig_2016b_sections_TH_neurons_quantitation,1.0
191,362.0,505.0,Komnig_2016_14w_sections_TH_neurons_quantitation,Komnig_2016b_sections_nissl_neurons_quantitation,1.0
192,313.0,317.0,MBA Cell Type Atlas_SST:CR_brains_SST:CR_neurons_quantitation,MBA Cell Type Atlas_VIP:CR_brains_VIP:CR_neurons_quantitation,1.0
193,313.0,312.0,MBA Cell Type Atlas_SST:CR_brains_SST:CR_neurons_quantitation,MBA Cell Type Atlas_PV_brains_PV_neurons_quantitation,1.0
194,313.0,316.0,MBA Cell Type Atlas_SST:CR_brains_SST:CR_neurons_quantitation,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,1.0
195,315.0,317.0,MBA Cell Type Atlas_SST_brains_SST_neurons_quantitation,MBA Cell Type Atlas_VIP:CR_brains_VIP:CR_neurons_quantitation,1.0
196,315.0,312.0,MBA Cell Type Atlas_SST_brains_SST_neurons_quantitation,MBA Cell Type Atlas_PV_brains_PV_neurons_quantitation,1.0
197,315.0,316.0,MBA Cell Type Atlas_SST_brains_SST_neurons_quantitation,MBA Cell Type Atlas_VIP:CCK_brains_VIP:CCK_neurons_quantitation,1.0
198,642.0,639.0,Lauber_2016_sections_PV_neurons_quantitation,Lauber_2018_sections_PV_neurons_quantitation,1.0
199,642.0,640.0,Lauber_2016_sections_PV_neurons_quantitation,Lauber_2018_sections_VVA_quantitation,1.0
200,90.0,596.0,Eilam_2003_sections_NeuN_mediumcells_quantitation,Dodds_2014_sections_neurons_quantitation,1.0
201,91.0,596.0,Eilam_2003_sections_NeuN_cells_quantitation,Dodds_2014_sections_neurons_quantitation,1.0
202,364.0,363.0,Komnig_2016b_sections_TH_neurons_quantitation,Komnig_2016_24w_sections_TH_neurons_quantitation,1.0
