,analysisId,specimenID,reporterId,Reporter,Order,Concentration,Time,Temperature
486,413,573,47,47.0,Primary,3.513888888888889,48.0,
487,413,573,67,67.0,Secondary,,1.0,
488,414,576,47,47.0,Primary,3.513888888888889,12.0,
489,414,576,67,67.0,Secondary,,1.0,
490,415,578,129,129.0,Primary,0.3888888888888889,,
491,416,580,79,79.0,Primary,1.0833333333333333,12.0,4.0
492,417,580,79,79.0,Primary,1.0833333333333333,12.0,4.0
493,418,580,79,79.0,Primary,1.0833333333333333,12.0,4.0
494,419,582,51,51.0,Primary,0.11111111111111112,3.5,4.0
495,421,583,73,73.0,Primary,6.291666666666667,3.5,4.0
496,420,584,192,192.0,Primary,6.291666666666667,3.5,4.0
497,420,584,133,133.0,Secondary,4µl/ml,2.0,21.0
498,421,583,112,112.0,Secondary,4µl/ml,2.0,21.0
499,422,591,79,79.0,Primary,,48.0,4.0
500,422,591,67,67.0,Secondary,0.2152777777777778,,
501,425,596,193,193.0,Primary,1.4305555555555556,,
502,425,596,194,194.0,Secondary,0.18055555555555558,,
503,429,605,37,37.0,Primary,0.7361111111111112,,
504,430,606,37,37.0,Primary,0.7361111111111112,,
505,429,605,167,167.0,Secondary,,,
506,430,606,167,167.0,Secondary,,,
507,517,611,184,184.0,Primary,0.7361111111111112,24.0,4.0
508,518,611,184,184.0,Primary,0.7361111111111112,24.0,4.0
509,519,611,184,184.0,Primary,0.7361111111111112,24.0,4.0
510,517,611,167,167.0,Secondary,0.11111111111111112,24.0,4.0
511,518,611,167,167.0,Secondary,0.11111111111111112,24.0,4.0
512,519,611,167,167.0,Secondary,0.11111111111111112,24.0,4.0
513,522,612,51,51.0,Primary,0.7361111111111112,48.0,4.0
514,523,612,51,51.0,Primary,0.7361111111111112,48.0,4.0
515,522,612,195,195.0,Secondary,0.3888888888888889,24.0,4.0
516,523,612,195,195.0,Secondary,0.3888888888888889,24.0,4.0
517,441,637,196,196.0,Primary,0.7361111111111112,,
518,441,637,197,197.0,Secondary,0.7361111111111112,,
519,443,642,198,198.0,Primary,0.7361111111111112,24.0,4.0
520,442,641,51,51.0,Primary,0.5972222222222222,24.0,4.0
521,445,652,199,199.0,Primary,1.4305555555555556,12.0,4.0
522,445,652,200,200.0,Secondary,0.18055555555555558,1.0,21.0
523,446,653,51,51.0,Primary,0.3194444444444445,48.0,4.0
524,446,653,133,133.0,Secondary,0.18055555555555558,1.0,21.0
525,447,656,128,128.0,Primary,0.7361111111111112,14.0,4.0
526,447,656,201,201.0,Primary,0.3888888888888889,14.0,4.0
527,447,656,170,170.0,Secondary,0.18055555555555558,,
528,447,656,202,202.0,Secondary,0.18055555555555558,,
529,448,658,204,204.0,Primary,0.7361111111111112,12.0,21.0
530,448,658,203,203.0,Primary,"0,2 µg/ml",12.0,21.0
531,448,658,170,170.0,Secondary,10 µg/ml,2.0,21.0
532,448,658,187,187.0,Secondary,10 µg/ml,2.0,21.0
533,451,666,198,198.0,Primary,0.7361111111111112,48.0,4.0
534,452,665,205,205.0,Primary,0.4583333333333333,48.0,4.0
535,453,664,79,79.0,Primary,1.0833333333333333,48.0,4.0
536,460,677,206,206.0,Primary,3.513888888888889,12.0,4.0
537,461,677,206,206.0,Primary,3.513888888888889,12.0,4.0
538,460,677,79,79.0,Primary,1:20000,12.0,4.0
539,461,677,79,79.0,Primary,1:20000,12.0,4.0
540,460,677,167,167.0,Secondary,,0.7,21.0
541,461,677,167,167.0,Secondary,,0.7,21.0
542,463,684,71,71.0,Primary,0.7361111111111112,12.0,4.0
543,463,684,167,167.0,Secondary,0.18055555555555558,1.0,21.0
544,464,689,203,203.0,Primary,"0,2 µg/ml",12.0,
545,465,689,203,203.0,Primary,"0,2 µg/ml",12.0,
546,466,689,203,203.0,Primary,"0,2 µg/ml",12.0,
547,467,689,203,203.0,Primary,"0,2 µg/ml",12.0,
548,468,689,203,203.0,Primary,"0,2 µg/ml",12.0,
549,464,689,204,204.0,Primary,0.7361111111111112,12.0,
550,465,689,204,204.0,Primary,0.7361111111111112,12.0,
551,466,689,204,204.0,Primary,0.7361111111111112,12.0,
552,467,689,204,204.0,Primary,0.7361111111111112,12.0,
553,468,689,204,204.0,Primary,0.7361111111111112,12.0,
554,464,689,50,50.0,Secondary,10 µg/ml,2.0,
555,465,689,50,50.0,Secondary,10 µg/ml,2.0,
556,466,689,50,50.0,Secondary,10 µg/ml,2.0,
557,467,689,50,50.0,Secondary,10 µg/ml,2.0,
558,468,689,50,50.0,Secondary,10 µg/ml,2.0,
559,464,689,207,207.0,Secondary,0.3194444444444445,2.0,
560,465,689,207,207.0,Secondary,0.3194444444444445,2.0,
561,466,689,207,207.0,Secondary,0.3194444444444445,2.0,
562,467,689,207,207.0,Secondary,0.3194444444444445,2.0,
563,468,689,207,207.0,Secondary,0.3194444444444445,2.0,
564,469,692,208,208.0,Primary,0.7361111111111112,1.0,
565,469,692,167,167.0,Secondary,0.18055555555555558,0.7,
566,470,695,79,79.0,Primary,2.125,48.0,4.0
567,471,698,47,47.0,Primary,5.597222222222222,30.0,
568,471,698,187,187.0,Secondary,0.3194444444444445,0.5,
569,474,703,79,79.0,Primary,1:40000,2.0,21.0
570,475,703,79,79.0,Primary,1:40000,2.0,21.0
571,474,703,79,79.0,Primary,1:40000,16.0,4.0
572,475,703,79,79.0,Primary,1:40000,16.0,4.0
573,474,703,171,171.0,Secondary,0.18055555555555558,1.5,
574,475,703,171,171.0,Secondary,0.18055555555555558,1.5,
575,476,707,71,71.0,Primary,0.4583333333333333,,
576,476,707,167,167.0,Secondary,,,
577,478,710,109,109.0,Primary,0.3888888888888889,,
578,477,711,109,109.0,Primary,0.3888888888888889,,
579,481,713,79,79.0,Primary,0.7361111111111112,48.0,4.0
580,480,715,205,205.0,Primary,0.7361111111111112,48.0,4.0
581,479,714,198,198.0,Primary,1.0833333333333333,48.0,4.0
582,479,714,167,167.0,Secondary,0.18055555555555558,2.0,21.0
583,480,715,67,67.0,Secondary,0.18055555555555558,2.0,21.0
584,481,713,67,67.0,Secondary,0.18055555555555558,2.0,21.0
585,482,717,184,184.0,Primary,0.7361111111111112,48.0,4.0
586,483,717,184,184.0,Primary,0.7361111111111112,48.0,4.0
587,482,717,179,179.0,Secondary,0.18055555555555558,2.0,21.0
588,483,717,179,179.0,Secondary,0.18055555555555558,2.0,21.0
589,484,720,193,193.0,Primary,0.3888888888888889,36.0,4.0
590,484,720,112,112.0,Secondary,0.18055555555555558,1.0,21.0
591,486,726,37,37.0,Primary,0.09722222222222221,12.0,4.0
592,486,726,209,209.0,Secondary,,1.0,21.0
593,488,730,184,184.0,Primary,0.7361111111111112,48.0,4.0
594,489,730,184,184.0,Primary,0.7361111111111112,48.0,4.0
595,488,730,179,179.0,Secondary,0.18055555555555558,1.0,21.0
596,489,730,179,179.0,Secondary,0.18055555555555558,1.0,21.0
597,490,733,47,47.0,Primary,1:10000,12.0,4.0
598,490,733,67,67.0,Secondary,0.7361111111111112,1.0,21.0
599,491,735,51,51.0,Primary,,40.0,4.0
600,492,738,210,210.0,Primary,2.125,12.0,4.0
601,492,738,167,167.0,Secondary,0.7361111111111112,2.0,21.0
602,493,742,47,47.0,Primary,0.2152777777777778,24.0,
603,493,742,211,211.0,Secondary,0.18055555555555558,1.0,
604,496,749,79,79.0,Primary,1.4305555555555556,,
605,497,750,79,79.0,Primary,1.4305555555555556,,
606,495,751,79,79.0,Primary,1.4305555555555556,,
607,500,761,82,82.0,Primary,,12.0,4.0
608,501,762,82,82.0,Primary,,12.0,4.0
609,501,762,84,84.0,Secondary,,,
610,500,761,84,84.0,Secondary,,,
611,506,771,129,129.0,Primary,0.7361111111111112,12.0,4.0
612,507,772,129,129.0,Primary,0.7361111111111112,12.0,4.0
613,508,773,129,129.0,Primary,0.7361111111111112,12.0,4.0
614,508,773,67,67.0,Secondary,0.3888888888888889,2.0,21.0
615,507,772,67,67.0,Secondary,0.3888888888888889,2.0,21.0
616,506,771,67,67.0,Secondary,0.3888888888888889,2.0,21.0
617,510,776,51,51.0,Primary,1.4305555555555556,12.0,
618,512,776,51,51.0,Primary,1.4305555555555556,12.0,
619,511,777,51,51.0,Primary,1.4305555555555556,12.0,
620,513,777,51,51.0,Primary,1.4305555555555556,12.0,
621,511,777,167,167.0,Secondary,0.18055555555555558,1.0,21.0
622,513,777,167,167.0,Secondary,0.18055555555555558,1.0,21.0
623,510,776,167,167.0,Secondary,0.18055555555555558,1.0,21.0
624,512,776,167,167.0,Secondary,0.18055555555555558,1.0,21.0
625,431,780,184,184.0,Primary,0.11111111111111112,24.0,4.0
626,521,780,184,184.0,Primary,0.11111111111111112,24.0,4.0
627,431,780,167,167.0,Secondary,0.11111111111111112,24.0,4.0
628,521,780,167,167.0,Secondary,0.11111111111111112,24.0,4.0
629,525,785,71,71.0,Primary,0.4583333333333333,,
630,526,785,71,71.0,Primary,0.4583333333333333,,
631,525,785,167,167.0,Secondary,,,
632,526,785,167,167.0,Secondary,,,
633,531,795,184,184.0,Primary,0.7361111111111112,48.0,4.0
634,532,795,184,184.0,Primary,0.7361111111111112,48.0,4.0
635,531,795,179,179.0,Secondary,0.18055555555555558,1.0,21.0
636,532,795,179,179.0,Secondary,0.18055555555555558,1.0,21.0
637,534,799,242,242.0,Primary,2 ng/ml,17.5,50.0
638,535,799,242,242.0,Primary,2 ng/ml,17.5,50.0
639,536,800,288,288.0,Primary,2 ng/ml,17.5,50.0
640,537,800,288,288.0,Primary,2 ng/ml,17.5,50.0
641,533,798,77,77.0,Primary,0.7361111111111112,24.0,4.0
642,533,798,78,78.0,Secondary,0.3888888888888889,1.5,
643,538,802,212,212.0,Primary,1:20000,12.0,4.0
644,538,802,179,179.0,Secondary,,,
645,539,803,213,213.0,Primary,0.18055555555555558,12.0,4.0
646,539,803,179,179.0,Secondary,,,
647,544,806,214,214.0,Primary,0.18055555555555558,96.0,4.0
648,543,807,215,215.0,Primary,0.14583333333333334,96.0,4.0
649,541,808,216,216.0,Primary,6.291666666666667,96.0,4.0
650,545,809,217,217.0,Primary,6.291666666666667,96.0,4.0
651,542,810,218,218.0,Primary,6.291666666666667,96.0,4.0
652,542,810,179,179.0,Secondary,0.19791666666666666,2.0,21.0
653,541,808,179,179.0,Secondary,0.19791666666666666,2.0,21.0
654,543,807,179,179.0,Secondary,0.19791666666666666,2.0,21.0
655,544,806,179,179.0,Secondary,0.19791666666666666,2.0,21.0
656,545,809,179,179.0,Secondary,0.19791666666666666,2.0,21.0
657,547,820,158,158.0,Primary,,,
658,549,823,160,160.0,Primary,2.2*10^-15 mol probe/µl,,
659,553,839,79,79.0,Primary,0.18055555555555558,12.0,
660,554,837,79,79.0,Primary,0.18055555555555558,12.0,
661,555,838,79,79.0,Primary,0.18055555555555558,12.0,
662,555,838,112,112.0,Secondary,0.18055555555555558,1.0,
663,554,837,112,112.0,Secondary,0.18055555555555558,1.0,
664,553,839,112,112.0,Secondary,0.18055555555555558,1.0,
665,559,848,219,219.0,Primary,0.3888888888888889,12.0,21.0
666,560,849,219,219.0,Primary,0.3888888888888889,12.0,21.0
667,560,849,179,179.0,Secondary,,2.0,21.0
668,559,848,179,179.0,Secondary,,2.0,21.0
669,569,882,220,220.0,Primary,0.7361111111111112,12.0,
670,570,883,220,220.0,Primary,0.7361111111111112,12.0,
671,571,884,220,220.0,Primary,0.7361111111111112,12.0,
672,572,885,220,220.0,Primary,0.7361111111111112,12.0,
673,573,886,220,220.0,Primary,0.7361111111111112,12.0,
674,574,887,220,220.0,Primary,0.7361111111111112,12.0,
675,575,888,220,220.0,Primary,0.7361111111111112,12.0,
676,576,889,220,220.0,Primary,0.7361111111111112,12.0,
677,577,890,220,220.0,Primary,0.7361111111111112,12.0,
678,578,891,220,220.0,Primary,0.7361111111111112,12.0,
679,579,892,220,220.0,Primary,0.7361111111111112,12.0,
680,580,893,220,220.0,Primary,0.7361111111111112,12.0,
681,581,894,220,220.0,Primary,0.7361111111111112,12.0,
682,582,895,220,220.0,Primary,0.7361111111111112,12.0,
683,583,896,220,220.0,Primary,0.7361111111111112,12.0,
684,584,897,220,220.0,Primary,0.7361111111111112,12.0,
685,585,898,220,220.0,Primary,0.7361111111111112,12.0,
686,586,899,220,220.0,Primary,0.7361111111111112,12.0,
687,587,900,220,220.0,Primary,0.7361111111111112,12.0,
688,588,901,220,220.0,Primary,0.7361111111111112,12.0,
689,569,882,221,221.0,Secondary,0.3888888888888889,1.0,
690,570,883,221,221.0,Secondary,0.3888888888888889,1.0,
691,571,884,221,221.0,Secondary,0.3888888888888889,1.0,
692,572,885,221,221.0,Secondary,0.3888888888888889,1.0,
693,573,886,221,221.0,Secondary,0.3888888888888889,1.0,
694,574,887,221,221.0,Secondary,0.3888888888888889,1.0,
695,575,888,221,221.0,Secondary,0.3888888888888889,1.0,
696,576,889,221,221.0,Secondary,0.3888888888888889,1.0,
697,577,890,221,221.0,Secondary,0.3888888888888889,1.0,
698,578,891,221,221.0,Secondary,0.3888888888888889,1.0,
699,579,892,221,221.0,Secondary,0.3888888888888889,1.0,
700,580,893,221,221.0,Secondary,0.3888888888888889,1.0,
701,581,894,221,221.0,Secondary,0.3888888888888889,1.0,
702,582,895,221,221.0,Secondary,0.3888888888888889,1.0,
703,583,896,221,221.0,Secondary,0.3888888888888889,1.0,
704,584,897,221,221.0,Secondary,0.3888888888888889,1.0,
705,585,898,221,221.0,Secondary,0.3888888888888889,1.0,
706,586,899,221,221.0,Secondary,0.3888888888888889,1.0,
707,587,900,221,221.0,Secondary,0.3888888888888889,1.0,
708,588,901,221,221.0,Secondary,0.3888888888888889,1.0,
709,589,925,212,212.0,Primary,0.7361111111111112,12.0,4.0
710,592,925,212,212.0,Primary,0.7361111111111112,12.0,4.0
711,590,924,212,212.0,Primary,0.7361111111111112,12.0,4.0
712,591,924,212,212.0,Primary,0.7361111111111112,12.0,4.0
713,589,925,222,222.0,Primary,10 µg/ml,12.0,4.0
714,592,925,222,222.0,Primary,10 µg/ml,12.0,4.0
715,590,924,222,222.0,Primary,10 µg/ml,12.0,4.0
716,591,924,222,222.0,Primary,10 µg/ml,12.0,4.0
717,590,924,223,223.0,Secondary,0.18055555555555558,,21.0
718,591,924,223,223.0,Secondary,0.18055555555555558,,21.0
719,589,925,223,223.0,Secondary,0.18055555555555558,,21.0
720,592,925,223,223.0,Secondary,0.18055555555555558,,21.0
721,589,925,225,225.0,Secondary,0.18055555555555558,,21.0
722,592,925,225,225.0,Secondary,0.18055555555555558,,21.0
723,590,924,225,225.0,Secondary,0.18055555555555558,,21.0
724,591,924,225,225.0,Secondary,0.18055555555555558,,21.0
725,597,936,51,51.0,Primary,0.7361111111111112,12.0,4.0
726,597,936,186,186.0,Secondary,0.3888888888888889,2.0,
727,599,941,226,226.0,Primary,1.4305555555555556,18.0,
728,600,947,227,227.0,Primary,,16.0,21.0
729,601,948,227,227.0,Primary,,16.0,21.0
730,602,949,227,227.0,Primary,,16.0,21.0
731,603,946,227,227.0,Primary,,16.0,21.0
732,600,947,67,67.0,Secondary,,3.0,
733,601,948,67,67.0,Secondary,,3.0,
734,602,949,67,67.0,Secondary,,3.0,
735,603,946,67,67.0,Secondary,,3.0,
736,600,947,228,228.0,Primary,,18.0,21.0
737,601,948,228,228.0,Primary,,18.0,21.0
738,602,949,228,228.0,Primary,,18.0,21.0
739,603,946,228,228.0,Primary,,18.0,21.0
740,600,947,170,170.0,Secondary,,5.0,
741,601,948,170,170.0,Secondary,,5.0,
742,602,949,170,170.0,Secondary,,5.0,
743,603,946,170,170.0,Secondary,,5.0,
744,604,951,229,229.0,Primary,3.513888888888889,120.0,4.0
745,604,951,230,230.0,Secondary,0.18055555555555558,1.5,21.0
746,605,954,231,231.0,Primary,1.4305555555555556,21.0,4.0
747,606,955,232,232.0,Primary,0.7361111111111112,21.0,4.0
748,608,955,232,232.0,Primary,0.7361111111111112,21.0,4.0
749,609,955,232,232.0,Primary,0.7361111111111112,21.0,4.0
750,607,953,233,233.0,Primary,01:50:00,21.0,4.0
751,607,953,78,78.0,Secondary,0.25,2.0,21.0
752,606,955,167,167.0,Secondary,0.25,2.0,21.0
753,608,955,167,167.0,Secondary,0.25,2.0,21.0
754,609,955,167,167.0,Secondary,0.25,2.0,21.0
755,605,954,167,167.0,Secondary,0.25,2.0,21.0
756,610,957,41,41.0,Primary,0.7361111111111112,21.0,
757,612,961,41,41.0,Primary,1.4305555555555556,18.0,
758,613,963,234,234.0,Primary,0.3888888888888889,120.0,4.0
759,614,963,234,234.0,Primary,0.3888888888888889,120.0,4.0
760,613,963,235,235.0,Primary,0.7361111111111112,120.0,4.0
761,614,963,235,235.0,Primary,0.7361111111111112,120.0,4.0
762,613,963,166,166.0,Secondary,0.18055555555555558,72.0,
763,614,963,166,166.0,Secondary,0.18055555555555558,72.0,
764,613,963,236,236.0,Secondary,0.18055555555555558,72.0,
765,614,963,236,236.0,Secondary,0.18055555555555558,72.0,
766,615,965,237,237.0,Primary,0.11111111111111112,36.0,4.0
767,615,965,238,238.0,Secondary,,24.0,4.0
768,618,971,237,237.0,Primary,0.18055555555555558,,
769,618,971,239,239.0,Secondary,0.2152777777777778,,
770,627,991,85,85.0,Primary,0.3888888888888889,12.0,4.0
771,627,991,165,165.0,Secondary,0.14583333333333334,1.0,4.0
772,627,991,165,165.0,Secondary,0.14583333333333334,1.0,
773,628,993,232,232.0,Primary,,,
774,628,993,240,240.0,Secondary,,,
775,630,997,242,242.0,Primary,3–3.5 ng/20µl,4.0,50.0
776,631,997,242,242.0,Primary,3–3.5 ng/20µl,4.0,50.0
777,630,997,243,243.0,Primary,4ng/µl,4.0,50.0
778,631,997,243,243.0,Primary,4ng/µl,4.0,50.0
779,630,997,46,46.0,Secondary,0.3888888888888889,12.0,4.0
780,631,997,46,46.0,Secondary,0.3888888888888889,12.0,4.0
781,636,1003,244,244.0,Primary,01:20:00,12.0,4.0
782,633,1001,245,245.0,Primary,0.5625,72.0,4.0
783,634,1000,246,246.0,Primary,1:20000,12.0,4.0
784,635,1004,247,247.0,Primary,1.0833333333333333,12.0,21.0
785,637,1005,248,248.0,Primary,0.7361111111111112,12.0,21.0
786,638,1002,249,249.0,Primary,3.513888888888889,12.0,4.0
787,634,1000,67,67.0,Secondary,0.18055555555555558,1.5,21.0
788,633,1001,67,67.0,Secondary,0.18055555555555558,1.5,21.0
789,636,1003,67,67.0,Secondary,0.18055555555555558,1.5,21.0
790,638,1002,167,167.0,Secondary,0.18055555555555558,1.5,21.0
791,635,1004,167,167.0,Secondary,0.18055555555555558,1.5,21.0
792,637,1005,167,167.0,Secondary,0.18055555555555558,1.5,21.0
793,639,1007,212,212.0,Primary,0.7361111111111112,16.0,4.0
794,640,1007,212,212.0,Primary,0.7361111111111112,16.0,4.0
795,639,1007,222,222.0,Primary,10 µg/ml,16.0,4.0
796,640,1007,222,222.0,Primary,10 µg/ml,16.0,4.0
797,639,1007,223,223.0,Secondary,0.18055555555555558,2.0,21.0
798,640,1007,223,223.0,Secondary,0.18055555555555558,2.0,21.0
799,639,1007,250,250.0,Secondary,0.18055555555555558,2.0,21.0
800,640,1007,250,250.0,Secondary,0.18055555555555558,2.0,21.0
801,641,1009,212,212.0,Primary,0.7361111111111112,12.0,4.0
802,642,1009,212,212.0,Primary,0.7361111111111112,12.0,4.0
803,641,1009,222,222.0,Primary,10 µg/ml,12.0,4.0
804,642,1009,222,222.0,Primary,10 µg/ml,12.0,4.0
805,641,1009,223,223.0,Secondary,0.18055555555555558,,21.0
806,642,1009,223,223.0,Secondary,0.18055555555555558,,21.0
807,641,1009,250,250.0,Secondary,0.18055555555555558,,21.0
808,642,1009,250,250.0,Secondary,0.18055555555555558,,21.0
809,643,1011,251,251.0,Primary,0.5972222222222222,24.0,
810,643,1011,252,252.0,Secondary,0.18055555555555558,1.2,
811,643,1011,253,253.0,Primary,3.513888888888889,48.0,21.0
812,643,1011,254,254.0,Secondary,0.3888888888888889,1.2,21.0
813,644,1013,251,251.0,Primary,0.5972222222222222,24.0,
814,644,1013,252,252.0,Secondary,0.18055555555555558,1.2,
815,644,1013,253,253.0,Primary,3.513888888888889,48.0,21.0
816,644,1013,254,254.0,Secondary,0.3888888888888889,1.2,21.0
817,645,1017,255,255.0,Primary,1:80000,48.0,4.0
818,646,1016,256,256.0,Primary,2.8194444444444446,48.0,4.0
819,647,1015,257,257.0,Primary,1:40000,48.0,4.0
820,647,1015,179,179.0,Secondary,0.18055555555555558,1.5,
821,646,1016,179,179.0,Secondary,0.18055555555555558,1.5,
822,645,1017,179,179.0,Secondary,0.18055555555555558,1.5,
823,648,1019,258,258.0,Primary,1:20000,48.0,
824,648,1019,179,179.0,Secondary,,1.0,
825,650,1023,59,59.0,Primary,1.0833333333333333,48.0,
826,650,1023,167,167.0,Secondary,0.25,1.0,21.0
827,652,1025,259,259.0,Primary,3.513888888888889,12.0,
828,746,1025,259,259.0,Primary,3.513888888888889,12.0,
829,652,1025,112,112.0,Secondary,0.18055555555555558,,
830,746,1025,112,112.0,Secondary,0.18055555555555558,,
831,654,1031,260,260.0,Primary,0.3194444444444445,12.0,4.0
832,655,1032,97,97.0,Primary,0.18055555555555558,12.0,4.0
833,655,1032,133,133.0,Secondary,0.18055555555555558,,
834,654,1031,261,261.0,Secondary,0.18055555555555558,,
835,656,1036,65,65.0,Primary,1.7777777777777777,,
836,656,1036,36,36.0,Secondary,,,
837,666,1056,262,262.0,Primary,20 x 10^4 cpm,12.0,40.0
838,667,1059,215,215.0,Primary,0.2152777777777778,,
839,667,1059,263,263.0,Secondary,,,
840,668,1060,264,264.0,Primary,1.4305555555555556,,
841,668,1060,265,265.0,Secondary,,,
842,670,1062,266,266.0,Primary,2.8194444444444446,24.0,4.0
843,670,1062,167,167.0,Secondary,0.3194444444444445,2.0,
844,671,1064,267,267.0,Primary,,,
845,671,1064,268,268.0,Primary,,,
846,672,1066,251,251.0,Primary,0.7361111111111112,48.0,4.0
847,672,1066,179,179.0,Secondary,0.18055555555555558,1.0,
848,673,1068,272,272.0,Primary,0.11111111111111112,48.0,4.0
849,674,1068,272,272.0,Primary,0.11111111111111112,48.0,4.0
850,673,1068,269,269.0,Primary,0.11111111111111112,48.0,4.0
851,674,1068,269,269.0,Primary,0.11111111111111112,48.0,4.0
852,673,1068,270,270.0,Secondary,0.3888888888888889,2.0,21.0
853,674,1068,270,270.0,Secondary,0.3888888888888889,2.0,21.0
854,673,1068,271,271.0,Secondary,0.3888888888888889,2.0,21.0
855,674,1068,271,271.0,Secondary,0.3888888888888889,2.0,21.0
856,687,1085,79,79.0,Primary,0.7361111111111112,48.0,4.0
857,687,1085,67,67.0,Secondary,0.18055555555555558,2.0,21.0
858,691,1091,218,218.0,Primary,3.513888888888889,15.0,21.0
859,691,1091,133,133.0,Secondary,0.18055555555555558,1.0,
860,692,1093,60,60.0,Primary,1.0833333333333333,12.0,4.0
861,692,1093,70,70.0,Secondary,01:50:00,0.5,21.0
862,692,1093,70,70.0,Secondary,01:50:00,0.3,21.0
863,693,1095,274,274.0,Primary,400000 dpm/mg,3.5,50.0
864,697,1101,73,73.0,Primary,1:10000,12.0,4.0
865,697,1101,112,112.0,Secondary,0.25,2.0,21.0
866,705,1117,275,275.0,Primary,4 × 10^3 dpm/µl,12.0,42.0
867,706,1120,38,38.0,Primary,,,
868,707,1122,41,41.0,Primary,,,
869,708,1121,257,257.0,Primary,,,
870,710,1126,277,277.0,Primary,1:100000,,
871,711,1127,277,277.0,Primary,1:100000,,
872,712,1128,277,277.0,Primary,1:100000,,
873,720,1140,279,279.0,Primary,0.11111111111111112,,
874,721,1142,228,228.0,Primary,0.7361111111111112,12.0,21.0
875,722,1141,280,280.0,Primary,0.7361111111111112,12.0,21.0
876,723,1144,247,247.0,Primary,1.4305555555555556,12.0,21.0
877,724,1143,248,248.0,Primary,0.11111111111111112,12.0,21.0
878,724,1143,265,265.0,Secondary,0.18055555555555558,,
879,723,1144,265,265.0,Secondary,0.18055555555555558,,
880,722,1141,265,265.0,Secondary,0.18055555555555558,,
881,721,1142,265,265.0,Secondary,0.18055555555555558,,
882,721,1142,279,279.0,Primary,0.11111111111111112,12.0,21.0
883,722,1141,279,279.0,Primary,0.11111111111111112,12.0,21.0
884,723,1144,279,279.0,Primary,0.11111111111111112,12.0,21.0
885,724,1143,279,279.0,Primary,0.11111111111111112,12.0,21.0
886,724,1143,265,265.0,Secondary,0.18055555555555558,,
887,723,1144,265,265.0,Secondary,0.18055555555555558,,
888,722,1141,265,265.0,Secondary,0.18055555555555558,,
889,721,1142,265,265.0,Secondary,0.18055555555555558,,
890,730,1153,282,282.0,Primary,0.11111111111111112,24.0,21.0
891,731,1154,282,282.0,Primary,0.11111111111111112,24.0,21.0
892,732,1155,281,281.0,Primary,1:15000,24.0,21.0
893,732,1155,167,167.0,Secondary,0.18055555555555558,1.5,21.0
894,731,1154,238,238.0,Secondary,0.18055555555555558,1.5,21.0
895,730,1153,238,238.0,Secondary,0.18055555555555558,1.5,21.0
896,733,1160,283,283.0,Primary,,18.0,42.0
897,734,1161,283,283.0,Primary,,18.0,42.0
898,735,1162,283,283.0,Primary,,18.0,42.0
899,736,1163,283,283.0,Primary,,18.0,42.0
900,733,1160,46,46.0,Secondary,0.3888888888888889,2.0,37.0
901,734,1161,46,46.0,Secondary,0.3888888888888889,2.0,37.0
902,735,1162,46,46.0,Secondary,0.3888888888888889,2.0,37.0
903,736,1163,46,46.0,Secondary,0.3888888888888889,2.0,37.0
904,743,1174,124,124.0,Primary,0.7361111111111112,,
905,744,1175,69,69.0,Primary,0.11111111111111112,,
906,601,948,636,,,,,
907,602,949,625,,,,,
908,602,949,629,,,,,
909,602,949,633,,,,,
910,602,949,637,,,,,
911,604,951,639,,,,,
912,604,951,640,,,,,
913,607,953,643,,,,,
914,607,953,644,,,,,
915,605,954,641,,,,,
916,605,954,646,,,,,
917,606,955,642,,,,,
918,606,955,645,,,,,
919,608,955,642,,,,,
920,608,955,645,,,,,
921,609,955,642,,,,,
922,609,955,645,,,,,
923,610,957,647,,,,,
924,611,960,,,,,,
925,612,961,648,,,,,
926,613,963,649,,,,,
927,613,963,650,,,,,
928,613,963,651,,,,,
929,613,963,652,,,,,
930,614,963,649,,,,,
931,614,963,650,,,,,
932,614,963,651,,,,,
933,614,963,652,,,,,
934,615,965,653,,,,,
935,615,965,654,,,,,
936,616,969,,,,,,
937,617,969,,,,,,
938,618,971,655,,,,,
939,618,971,656,,,,,
940,619,973,,,,,,
941,620,977,,,,,,
942,623,977,,,,,,
943,621,981,,,,,,
944,622,981,,,,,,
945,624,985,,,,,,
946,625,988,,,,,,
947,626,989,,,,,,
948,627,991,657,,,,,
949,627,991,658,,,,,
950,627,991,659,,,,,
951,628,993,660,,,,,
952,628,993,661,,,,,
953,629,995,,,,,,
954,630,997,663,,,,,
955,630,997,664,,,,,
956,630,997,665,,,,,
957,631,997,663,,,,,
958,631,997,664,,,,,
959,631,997,665,,,,,
960,632,998,,,,,,
961,634,1000,668,,,,,
962,634,1000,672,,,,,
963,633,1001,667,,,,,
964,633,1001,673,,,,,
965,638,1002,671,,,,,
966,638,1002,675,,,,,
967,636,1003,666,,,,,
968,636,1003,674,,,,,
969,635,1004,669,,,,,
970,635,1004,676,,,,,
971,637,1005,670,,,,,
972,637,1005,677,,,,,
973,639,1007,678,,,,,
974,639,1007,679,,,,,
975,639,1007,680,,,,,
976,639,1007,681,,,,,
977,640,1007,678,,,,,
978,640,1007,679,,,,,
979,640,1007,680,,,,,
980,640,1007,681,,,,,
981,641,1009,682,,,,,
982,641,1009,683,,,,,
983,641,1009,684,,,,,
984,641,1009,685,,,,,
985,642,1009,682,,,,,
986,642,1009,683,,,,,
987,642,1009,684,,,,,
988,642,1009,685,,,,,
