"ID";"Paper";"Decision";"Region_considered"
4561;678;"Excluded: No english version available";"Striatum"
4562;1865;"Excluded: No data of interest";"Striatum"
4563;1866;"Excluded: No english version available";"Striatum"
4564;1867;"Excluded: No data of interest";"Striatum"
4565;680;"Excluded: No data of interest";"Striatum"
4566;681;"Excluded: Treated animals only";"Striatum"
4567;1868;"Already included";"Striatum"
4568;682;"Excluded: No data of interest";"Striatum"
4569;683;"Excluded: No data of interest";"Striatum"
4570;1869;"Excluded: No data of interest";"Striatum"
4571;684;"Excluded: Treated animals only";"Striatum"
4572;1870;"Excluded: No data of interest";"Striatum"
4573;685;"Excluded: No data of interest";"Striatum"
4574;686;"Excluded: No data of interest";"Striatum"
4575;687;"Excluded: Data in graphs only";"Striatum"
4576;1872;"Excluded: Treated animals only";"Striatum"
4577;690;"Excluded: No data of interest";"Striatum"
4578;1873;"Excluded: No data of interest";"Striatum"
4579;692;"Excluded: No quantitative information";"Striatum"
4580;696;;
4581;695;"Excluded: No data of interest";"Striatum"
4582;697;"Excluded: No access to paper";"Striatum"
4583;1875;"Included";"Striatum"
4584;1115;"Excluded: Treated animals only";"Striatum"
4585;1877;"Excluded: No data of interest";"Striatum"
4586;1878;"Excluded: No data of interest";"Striatum"
4587;1879;"Excluded: No data of interest";"Striatum"
4588;1880;"Excluded: No quantitative information";"Striatum"
4589;1881;"Excluded: No quantitative information";"Striatum"
4590;700;"Excluded: Review";"Striatum"
4591;701;"Excluded: No quantitative information";"Striatum"
4592;1882;"Excluded: No data of interest";"Striatum"
4593;1883;"Excluded: Data in graphs only";"Striatum"
4594;702;"Already included";"Striatum"
4595;704;"Excluded: No quantitative information";"Striatum"
4596;705;"Excluded: No quantitative information";"Striatum"
4597;706;"Already included";"Striatum"
4598;707;"Excluded: Treated animals only";"Striatum"
4599;708;"Excluded: No data of interest";"Striatum"
4600;1884;"Excluded: Data in graphs only";"Striatum"
4601;1885;"Included";"Striatum"
4602;1886;"Excluded: No data of interest";"Striatum"
4603;1887;"Included";"Striatum"
4604;1888;"Excluded: Treated animals only";"Striatum"
4605;1889;"Excluded: No data of interest";"Striatum"
4606;1890;"Included";"Striatum"
4607;1891;"Excluded: No quantitative information";"Striatum"
4608;1893;"Excluded: No quantitative information";"Striatum"
4609;710;"Excluded: No data of interest";"Striatum"
4610;711;"Included";"Striatum"
4611;1894;"Excluded: No data of interest";"Striatum"
4612;1895;"Included";"Striatum"
4613;712;"Excluded: Treated animals only";"Striatum"
4614;713;"Excluded: No data of interest";"Striatum"
4615;714;"Excluded: Data in graphs only";"Striatum"
4616;716;"Excluded: No data of interest";"Striatum"
4617;1896;"Excluded: No data of interest";"Striatum"
4618;718;"Excluded: No data of interest";"Striatum"
4619;719;"Excluded: No data of interest";"Striatum"
4620;1897;"Excluded: Data not possible to normalize";"Striatum"
4621;721;"Excluded: Data in graphs only";"Striatum"
4622;1898;"Excluded: No data of interest";"Striatum"
4623;722;"Excluded: Treated animals only";"Striatum"
4624;1899;"Excluded: Treated animals only";"Striatum"
4625;723;"Excluded: No quantitative information";"Striatum"
4626;1900;"Excluded: No data of interest";"Striatum"
4627;724;"Excluded: No data of interest";"Striatum"
4628;1901;"Excluded: No quantitative information";"Striatum"
4629;1902;"Excluded: No quantitative information";"Striatum"
4630;1903;"Excluded: No data of interest";"Striatum"
4631;725;"Excluded: Data not possible to normalize";"Striatum"
4632;1904;"Excluded: Treated animals only";"Striatum"
4633;1905;"Excluded: No data of interest";"Striatum"
4634;1906;"Excluded: Data not possible to normalize";"Striatum"
4635;727;"Excluded: No data of interest";"Striatum"
4636;1907;"Excluded: Treated animals only";"Striatum"
4637;1908;"Excluded: No quantitative information";"Striatum"
4638;1909;"Excluded: No quantitative information";"Striatum"
4639;730;"Already included";"Striatum"
4640;1910;"Excluded: No data of interest";"Striatum"
4641;1911;"Excluded: No data of interest";"Striatum"
4642;1912;"Excluded: No data of interest";"Striatum"
4643;1913;"Excluded: Treated animals only";"Striatum"
4644;1914;"Excluded: No quantitative information";"Striatum"
4645;732;"Excluded: No quantitative information";"Striatum"
4646;733;"Excluded: No data of interest";"Striatum"
4647;1915;"Included";"Striatum"
4648;1916;"Included";"Striatum"
4649;1917;"Already included";"Striatum"
4650;734;"Excluded: No quantitative information";"Striatum"
4651;1918;"Excluded: No data of interest";"Striatum"
4652;1919;"Excluded: Treated animals only";"Striatum"
4653;736;"Excluded: Data not possible to normalize";"Striatum"
4654;1920;"Excluded: Treated animals only";"Striatum"
4655;1921;"Excluded: Treated animals only";"Striatum"
4656;738;"Excluded: No quantitative information";"Striatum"
4657;1922;"Excluded: No data of interest";"Striatum"
4658;1923;"Included";"Striatum"
4659;739;"Excluded: No access to paper";"Striatum"
4660;1924;"Excluded: No data of interest";"Striatum"
4661;741;"Excluded: Treated animals only";"Striatum"
4662;1925;"Excluded: No data of interest";"Striatum"
4663;1926;"Excluded: No data of interest";"Striatum"
4664;743;"Excluded: Data not possible to normalize";"Striatum"
4665;1927;"Excluded: No quantitative information";"Striatum"
4666;1928;"Excluded: No data of interest";"Striatum"
4667;744;"Excluded: Treated animals only";"Striatum"
4668;1929;"Excluded: Treated animals only";"Striatum"
4669;745;"Excluded: No data of interest";"Striatum"
4670;1930;"Already included";"Striatum"
4671;1931;"Excluded: No data of interest";"Striatum"
4672;1932;"Included";"Striatum"
4673;1933;"Excluded: No data of interest";"Striatum"
4674;1934;"Excluded: Treated animals only";"Striatum"
4675;747;"Excluded: No quantitative information";"Striatum"
4676;748;"Excluded: Treated animals only";"Striatum"
4677;749;"Excluded: No data of interest";"Striatum"
4678;750;"Excluded: No quantitative information";"Striatum"
4679;1935;"Excluded: No quantitative information";"Striatum"
4680;1936;"Excluded: No quantitative information";"Striatum"
4681;1937;"Excluded: No quantitative information";"Striatum"
4682;1938;"Excluded: Data not possible to normalize";"Striatum"
4683;752;"Excluded: No quantitative information";"Striatum"
4684;1939;"Excluded: No data of interest";"Striatum"
4685;754;"Excluded: No quantitative information";"Striatum"
4686;1940;"Excluded: No data of interest";"Striatum"
4687;756;"Excluded: No data of interest";"Striatum"
4688;1941;"Excluded: No quantitative information";"Striatum"
4689;755;"Excluded: Data in graphs only";"Striatum"
4690;1942;"Excluded: No data of interest";"Striatum"
4691;759;"Excluded: Data not shown";"Striatum"
4692;760;"Excluded: Data in graphs only";"Striatum"
4693;1943;"Excluded: No data of interest";"Striatum"
4694;761;"Excluded: Data in graphs only";"Striatum"
4695;1944;"Excluded: No data of interest";"Striatum"
4696;1945;"Excluded: Treated animals only";"Striatum"
4697;765;"Excluded: No quantitative information";"Striatum"
4698;766;"Excluded: No data of interest";"Striatum"
4699;1946;"Excluded: No quantitative information";"Striatum"
4700;1947;"Excluded: No quantitative information";"Striatum"
4701;768;"Excluded: Data not possible to normalize";"Striatum"
4702;769;"Excluded: No data of interest";"Striatum"
4703;770;"Excluded: No data of interest";"Striatum"
4704;1948;"Excluded: Data not possible to normalize";"Striatum"
4705;771;"Excluded: No quantitative information";"Striatum"
4706;1949;"Excluded: No data of interest";"Striatum"
4707;1950;"Included";"Striatum"
4708;1951;"Excluded: No data of interest";"Striatum"
4709;1952;"Excluded: No data of interest";"Striatum"
4710;775;"Excluded: No quantitative information";"Striatum"
4711;776;"Excluded: No quantitative information";"Striatum"
4712;778;"Excluded: No data of interest";"Striatum"
4713;1953;"Excluded: No data of interest";"Striatum"
4714;1954;"Excluded: No data of interest";"Striatum"
4715;779;"Excluded: No data of interest";"Striatum"
4716;1955;"Excluded: Treated animals only";"Striatum"
4717;780;"Excluded: No data of interest";"Striatum"
4718;783;"Excluded: No quantitative information";"Striatum"
4719;1956;"Excluded: No data of interest";"Striatum"
4720;786;"Excluded: No data of interest";"Striatum"
4721;787;"Excluded: Data not possible to normalize";"Striatum"
4722;1957;"Excluded: No data of interest";"Striatum"
4723;788;"Excluded: No data of interest";"Striatum"
4724;1958;"Excluded: Review";"Striatum"
4725;1959;"Excluded: Treated animals only";"Striatum"
4726;790;"Excluded: Treated animals only";"Striatum"
4727;791;"Excluded: No data of interest";"Striatum"
4728;792;"Excluded: No data of interest";"Striatum"
4729;1960;"Excluded: Treated animals only";"Striatum"
4730;1961;"Included";"Striatum"
4731;1962;"Excluded: Treated animals only";"Striatum"
4732;1963;"Excluded: Treated animals only";"Striatum"
4733;795;"Already included";"Striatum"
4734;1964;"Already included";"Striatum"
4735;1965;"Excluded: No data of interest";"Striatum"
4736;1966;"Excluded: No data of interest";"Striatum"
4737;1967;"Excluded: No quantitative information";"Striatum"
4738;796;"Excluded: No data of interest";"Striatum"
4739;798;"Excluded: No data of interest";"Striatum"
4740;799;"Excluded: No data of interest";"Striatum"
4741;1968;"Excluded: No data of interest";"Striatum"
4742;1969;"Excluded: No data of interest";"Striatum"
4743;802;"Excluded: No data of interest";"Striatum"
4744;803;"Excluded: Data in graphs only";"Striatum"
4745;1970;"Excluded: Data not possible to normalize";"Striatum"
4746;1971;"Excluded: No quantitative information";"Striatum"
4747;804;"Excluded: No data of interest";"Striatum"
4748;805;"Excluded: No data of interest";"Striatum"
4749;1972;"Excluded: Treated animals only";"Striatum"
4750;806;"Excluded: Treated animals only";"Striatum"
4751;807;"Excluded: No data of interest";"Striatum"
4752;808;"Excluded: No data of interest";"Striatum"
4753;1973;"Excluded: No access to paper";"Striatum"
4754;809;"Excluded: No data of interest";"Striatum"
4755;1974;"Excluded: Treated animals only";"Striatum"
4756;811;"Excluded: No data of interest";"Striatum"
4757;812;"Excluded: No data of interest";"Striatum"
4758;1975;"Excluded: No data of interest";"Striatum"
4759;816;"Excluded: No data of interest";"Striatum"
4760;1976;"Excluded: No quantitative information";"Striatum"
4761;817;"Excluded: No quantitative information";"Striatum"
4762;818;"Excluded: No data of interest";"Striatum"
4763;819;"Excluded: No data of interest";"Striatum"
4764;1977;"Excluded: No data of interest";"Striatum"
4765;820;"Excluded: No data of interest";"Striatum"
4766;821;"Excluded: No data of interest";"Striatum"
4767;823;"Excluded: No data of interest";"Striatum"
4768;824;"Excluded: No quantitative information";"Striatum"
4769;1978;"Excluded: No data of interest";"Striatum"
4770;1979;"Excluded: Treated animals only";"Striatum"
4771;829;"Excluded: Data in graphs only";"Striatum"
4772;1980;"Excluded: No data of interest";"Striatum"
4773;832;"Excluded: No data of interest";"Striatum"
4774;1981;"Excluded: No data of interest";"Striatum"
4775;1982;"Excluded: Treated animals only";"Striatum"
4776;833;"Excluded: No quantitative information";"Striatum"
4777;1983;"Excluded: Data not possible to normalize";"Striatum"
4778;1984;"Excluded: No data of interest";"Striatum"
4779;1985;"Excluded: Treated animals only";"Striatum"
4780;1986;"Already included";"Striatum"
4781;1987;"Excluded: Data in graphs only";"Striatum"
4782;1988;"Included";"Striatum"
4783;837;"Excluded: Treated animals only";"Striatum"
4784;1989;"Excluded: Treated animals only";"Striatum"
4785;1990;"Excluded: Data in graphs only";"Striatum"
4787;1991;"Excluded: No data of interest";"Striatum"
4788;1992;"Excluded: No english version available";"Striatum"
4789;1993;"Excluded: No english version available";"Striatum"
4790;1994;"Excluded: No data of interest";"Striatum"
4791;838;"Excluded: Treated animals only";"Striatum"
4792;1995;"Excluded: No access to paper";"Striatum"
4793;839;"Excluded: No data of interest";"Striatum"
4794;1996;"Excluded: Data in graphs only";"Striatum"
4795;840;"Excluded: No data of interest";"Striatum"
4796;1997;"Excluded: No data of interest";"Striatum"
4797;1998;"Excluded: Data not possible to normalize";"Striatum"
4798;1999;"Excluded: Data not possible to normalize";"Striatum"
4799;843;"Excluded: No quantitative information";"Striatum"
4800;2000;"Excluded: No access to paper";"Striatum"
4801;845;"Excluded: No data of interest";"Striatum"
4802;2001;"Excluded: No data of interest";"Striatum"
4803;2002;"Excluded: No access to paper";"Striatum"
4804;2003;"Excluded: No quantitative information";"Striatum"
4805;2004;"Excluded: Data not possible to normalize";"Striatum"
4806;848;"Excluded: No data of interest";"Striatum"
4807;2005;"Excluded: Data in graphs only";"Striatum"
4808;850;"Excluded: No data of interest";"Striatum"
4809;2006;"Excluded: Treated animals only";"Striatum"
4810;2007;"Already included";"Striatum"
4811;851;"Excluded: Data not possible to normalize";"Striatum"
4812;2008;"Excluded: No data of interest";"Striatum"
4813;2009;"Excluded: No quantitative information";"Striatum"
4814;2010;"Excluded: Data not possible to normalize";"Striatum"
4815;2011;"Excluded: Treated animals only";"Striatum"
4816;2012;"Excluded: No data of interest";"Striatum"
4817;2013;"Excluded: No quantitative information";"Striatum"
4818;2014;"Excluded: No access to paper";"Striatum"
4819;2015;"Excluded: No data of interest";"Striatum"
4820;2016;"Excluded: No data of interest";"Striatum"
4821;854;"Excluded: Data in graphs only";"Striatum"
4822;2017;"Excluded: No data of interest";"Striatum"
4823;858;"Excluded: No data of interest";"Striatum"
4824;2018;"Excluded: Treated animals only";"Striatum"
4825;2019;"Excluded: Treated animals only";"Striatum"
4826;2020;"Excluded: No data of interest";"Striatum"
4827;2020;"Excluded: No quantitative information";"Striatum"
4828;2022;"Excluded: No data of interest";"Striatum"
4829;860;"Excluded: No data of interest";"Striatum"
4830;861;"Excluded: No quantitative information";"Striatum"
4831;2023;"Excluded: No data of interest";"Striatum"
4832;2024;"Excluded: Data not possible to normalize";"Striatum"
4833;2025;"Excluded: No data of interest";"Striatum"
4834;2026;"Excluded: Treated animals only";"Striatum"
4835;862;"Excluded: No quantitative information";"Striatum"
4836;2027;"Excluded: No quantitative information";"Striatum"
4837;2028;"Excluded: No data of interest";"Striatum"
4838;2029;"Excluded: Data not possible to normalize";"Striatum"
4839;2030;"Excluded: No english version available";"Striatum"
4840;2031;"Excluded: No data of interest";"Striatum"
4841;2032;"Excluded: Treated animals only";"Striatum"
4842;2033;"Excluded: Treated animals only";"Striatum"
4843;2034;"Excluded: No access to paper";"Striatum"
4844;2035;"Excluded: Data in graphs only";"Striatum"
4845;865;"Excluded: Data not possible to normalize";"Striatum"
4846;2036;"Excluded: No quantitative information";"Striatum"
4847;2037;"Excluded: Treated animals only";"Striatum"
4848;2038;"Excluded: No data of interest";"Striatum"
4849;2039;"Excluded: Treated animals only";"Striatum"
4850;2040;"Excluded: Treated animals only";"Striatum"
4851;2041;"Excluded: No quantitative information";"Striatum"
4852;868;"Excluded: No data of interest";"Striatum"
4853;2042;"Excluded: No data of interest";"Striatum"
4854;869;"Excluded: Data not possible to normalize";"Striatum"
4855;870;"Excluded: Data in graphs only";"Striatum"
4856;871;"Excluded: No data of interest";"Striatum"
4857;2043;"Excluded: Treated animals only";"Striatum"
4858;2044;"Excluded: No data of interest";"Striatum"
4859;2045;"Excluded: No data of interest";"Striatum"
4860;876;"Excluded: Data in graphs only";"Striatum"
4861;2046;"Excluded: Treated animals only";"Striatum"
4862;2047;"Included";"Striatum"
4863;878;"Excluded: No quantitative information";"Striatum"
4864;2048;"Excluded: No data of interest";"Striatum"
4865;2049;"Excluded: No data of interest";"Striatum"
4866;879;"Excluded: No quantitative information";"Striatum"
4867;2050;"Excluded: No access to paper";"Striatum"
4868;880;"Excluded: No data of interest";"Striatum"
4869;2051;"Excluded: No data of interest";"Striatum"
4870;2052;"Included";"Striatum"
4871;2053;"Already included";"Striatum"
4872;881;"Excluded: No data of interest";"Striatum"
4873;883;"Excluded: Treated animals only";"Striatum"
4874;884;"Excluded: No quantitative information";"Substantia nigra"
4875;885;"Excluded: Data not possible to normalize";"Striatum"
4876;2054;"Excluded: Treated animals only";"Striatum"
4877;2055;"Excluded: No data of interest";"Striatum"
4878;2056;"Excluded: No quantitative information";"Striatum"
4879;887;"Excluded: No quantitative information";"Striatum"
4880;2057;"Excluded: No data of interest";"Striatum"
4881;2058;"Excluded: No data of interest";"Striatum"
4882;888;"Excluded: No data of interest";"Striatum"
4883;889;"Excluded: Data not possible to normalize";"Striatum"
4884;890;"Excluded: No data of interest";"Striatum"
4885;2059;"Excluded: No data of interest";"Striatum"
4886;2060;"Excluded: No data of interest";"Striatum"
4887;2061;"Excluded: Data not possible to normalize";"Striatum"
4888;893;"Excluded: No data of interest";"Striatum"
4889;2062;"Excluded: No data of interest";"Striatum"
4890;2063;"Excluded: No quantitative information";"Striatum"
4891;2064;"Excluded: No data of interest";"Striatum"
4892;2065;"Excluded: No data of interest";"Striatum"
4893;2066;"Excluded: No quantitative information";"Striatum"
4894;2067;"Excluded: Treated animals only";"Striatum"
4895;898;"Excluded: No data of interest";"Striatum"
4896;2068;"Excluded: No access to paper";"Striatum"
4897;900;"Excluded: No data of interest";"Striatum"
4898;901;"Excluded: Data not possible to normalize";"Striatum"
4899;902;"Excluded: Treated animals only";"Striatum"
4900;2069;"Excluded: Treated animals only";"Striatum"
4901;2070;"Excluded: No data of interest";"Striatum"
4902;903;"Already included";"Striatum"
4903;905;"Excluded: No data of interest";"Striatum"
4904;2072;"Excluded: No data of interest";"Striatum"
4905;2073;"Excluded: No data of interest";"Striatum"
4906;2074;"Excluded: No data of interest";"Striatum"
4907;906;"Excluded: Treated animals only";"Striatum"
4908;2075;"Excluded: Data in graphs only";"Striatum"
4909;2076;"Excluded: Data in graphs only";"Striatum"
4910;907;"Already included";"Striatum"
4911;908;"Excluded: No english version available";"Striatum"
4912;2077;"Excluded: No quantitative information";"Striatum"
4913;909;"Excluded: No access to paper";"Striatum"
4914;2078;"Excluded: Treated animals only";"Striatum"
4915;2079;"Excluded: No english version available";"Striatum"
4916;911;"Excluded: No english version available";"Striatum"
4917;2080;"Excluded: No data of interest";"Striatum"
4918;914;"Excluded: No data of interest";"Striatum"
4919;2081;"Excluded: No data of interest";"Striatum"
4920;2082;"Excluded: No quantitative information";"Striatum"
4921;2083;"Excluded: Data not possible to normalize";"Striatum"
4922;915;"Excluded: No data of interest";"Striatum"
4923;917;"Excluded: No english version available";"Striatum"
4924;918;"Excluded: No english version available";"Striatum"
4925;2084;"Excluded: No english version available";"Striatum"
4926;919;"Excluded: Treated animals only";"Striatum"
4927;2085;"Excluded: No quantitative information";"Striatum"
4928;923;"Excluded: No quantitative information";"Striatum"
4929;2086;"Excluded: No data of interest";"Striatum"
4930;925;"Excluded: No data of interest";"Striatum"
4931;927;"Excluded: No data of interest";"Striatum"
4932;2087;"Excluded: No quantitative information";"Striatum"
4933;2088;"Excluded: No data of interest";"Striatum"
4934;2089;"Excluded: No quantitative information";"Striatum"
4935;928;"Excluded: No data of interest";"Striatum"
4936;2090;"Excluded: No access to paper";"Striatum"
4937;2091;"Excluded: Treated animals only";"Striatum"
4938;2092;"Excluded: No quantitative information";"Striatum"
4939;2093;"Excluded: No data of interest";"Striatum"
4940;2094;"Already included";"Striatum"
4941;2095;"Excluded: No quantitative information";"Striatum"
4942;930;"Excluded: No data of interest";"Striatum"
4943;2096;"Excluded: Treated animals only";"Striatum"
4944;931;"Excluded: Treated animals only";"Striatum"
4945;932;"Excluded: Treated animals only";"Striatum"
4946;933;"Excluded: Treated animals only";"Striatum"
4947;2097;"Excluded: No data of interest";"Striatum"
4948;935;"Included";"Nucleus accumbens"
4949;935;"Excluded: No data of interest";"Caudoputamen"
4950;936;"Excluded: No data of interest";"Striatum"
4951;2098;"Excluded: No quantitative information";"Striatum"
4952;2099;"Excluded: No data of interest";"Striatum"
4953;2100;"Excluded: No data of interest";"Striatum"
4954;2101;"Excluded: Treated animals only";"Striatum"
4955;939;"Excluded: No quantitative information";"Striatum"
4956;940;"Excluded: No access to paper";"Striatum"
4957;942;"Excluded: No data of interest";"Striatum"
4958;943;"Excluded: Treated animals only";"Striatum"
4959;2102;"Already included";"Striatum"
4960;945;"Excluded: No quantitative information";"Striatum"
4961;946;"Excluded: No data of interest";"Striatum"
4962;947;"Excluded: No english version available";"Striatum"
4963;948;"Excluded: No quantitative information";"Striatum"
4964;2103;"Excluded: Treated animals only";"Striatum"
4965;2104;"Excluded: No data of interest";"Striatum"
4966;2105;"Excluded: Treated animals only";"Striatum"
4967;951;"Excluded: Data not possible to normalize";"Striatum"
4968;953;"Excluded: No data of interest";"Striatum"
4969;2106;"Included";"Striatum"
4970;2107;"Excluded: Treated animals only";"Striatum"
4971;2108;"Excluded: Treated animals only";"Striatum"
4972;954;"Excluded: No quantitative information";"Striatum"
4973;2109;"Included";"Striatum"
4974;956;"Excluded: Treated animals only";"Striatum"
4975;958;"Excluded: Treated animals only";"Striatum"
4976;960;"Excluded: No quantitative information";"Striatum"
4977;2110;"Excluded: Review";"Striatum"
4978;2111;"Included";"Striatum"
4979;2112;"Excluded: Treated animals only";"Striatum"
4980;2113;"Excluded: Treated animals only";"Striatum"
4981;2114;"Excluded: No data of interest";"Striatum"
4982;2115;"Excluded: Treated animals only";"Striatum"
4983;2116;"Excluded: Review";"Striatum"
4984;2117;"Excluded: Treated animals only";"Striatum"
4985;962;"Excluded: No quantitative information";"Striatum"
4986;2118;"Excluded: No quantitative information";"Striatum"
4987;2119;"Excluded: No data of interest";"Striatum"
4988;2120;"Excluded: No english version available";"Striatum"
4989;964;"Already included";"Striatum"
4990;2121;"Excluded: No quantitative information";"Striatum"
4991;966;"Excluded: No access to paper";"Striatum"
4992;967;"Excluded: Treated animals only";"Striatum"
4993;968;"Excluded: Data not possible to normalize";"Striatum"
4994;969;"Excluded: No data of interest";"Striatum"
4995;2122;"Excluded: No access to paper";"Striatum"
4996;2123;"Excluded: Treated animals only";"Striatum"
4997;2124;"Excluded: Data in graphs only";"Striatum"
4998;2125;"Excluded: No data of interest";"Striatum"
4999;2126;"Excluded: Treated animals only";"Striatum"
5000;971;"Excluded: Treated animals only";"Striatum"
5001;973;"Excluded: No data of interest";"Striatum"
5002;2127;"Excluded: No data of interest";"Striatum"
5003;2128;"Excluded: No data of interest";"Striatum"
5004;2129;"Excluded: Treated animals only";"Striatum"
5005;974;"Excluded: No data of interest";"Striatum"
5006;2130;"Excluded: No quantitative information";"Striatum"
5007;2131;"Excluded: Data not possible to normalize";"Striatum"
5008;2132;"Included";"Striatum"
5009;2133;"Excluded: No quantitative information";"Striatum"
5010;2134;"Excluded: No quantitative information";"Striatum"
5011;2135;"Excluded: Treated animals only";"Striatum"
5012;2136;"Excluded: Treated animals only";"Striatum"
5013;2137;"Excluded: No english version available";"Striatum"
5014;2138;"Excluded: No data of interest";"Striatum"
5015;977;"Excluded: No access to paper";"Striatum"
5016;978;"Excluded: No data of interest";"Striatum"
5017;979;"Excluded: No quantitative information";"Striatum"
5018;980;"Excluded: Treated animals only";"Striatum"
5019;982;"Excluded: No data of interest";"Striatum"
5020;2139;"Excluded: Treated animals only";"Striatum"
5021;2140;"Excluded: Treated animals only";"Striatum"
5022;2141;"Excluded: Data not possible to normalize";"Striatum"
5023;2142;"Excluded: No data of interest";"Striatum"
5024;983;"Excluded: No quantitative information";"Striatum"
5025;984;"Excluded: No quantitative information";"Striatum"
5026;985;"Excluded: No data of interest";"Striatum"
5027;986;"Excluded: No quantitative information";"Striatum"
5028;2143;"Excluded: No data of interest";"Striatum"
5029;2144;"Excluded: No data of interest";"Striatum"
5030;987;"Excluded: Data not possible to normalize";"Striatum"
5031;2145;"Excluded: No data of interest";"Striatum"
5032;2146;"Excluded: No data of interest";"Striatum"
5033;2147;"Excluded: Treated animals only";"Striatum"
5034;2148;"Excluded: No english version available";"Striatum"
5035;988;"Excluded: Treated animals only";"Striatum"
5036;989;"Included";"Striatum"
5037;2149;"Excluded: Data in graphs only";"Striatum"
5038;2150;"Excluded: No quantitative information";"Striatum"
5039;2151;"Included";"Striatum"
5040;2152;"Excluded: No data of interest";"Striatum"
5041;2153;"Excluded: No data of interest";"Striatum"
5042;2154;"Excluded: No data of interest";"Striatum"
5043;990;"Excluded: Treated animals only";"Striatum"
5044;2155;"Excluded: Treated animals only";"Striatum"
5045;2156;"Excluded: Data not possible to normalize";"Striatum"
5046;991;"Excluded: No data of interest";"Striatum"
5047;992;"Excluded: No english version available";"Striatum"
5048;2157;"Excluded: No access to paper";"Striatum"
5049;994;"Excluded: Treated animals only";"Striatum"
5050;995;"Excluded: No english version available";"Striatum"
5051;997;"Included";"Striatum"
5052;2158;"Excluded: No data of interest";"Striatum"
5053;998;"Excluded: Data not possible to normalize";"Striatum"
5054;2159;"Excluded: Treated animals only";"Striatum"
5055;999;"Excluded: No data of interest";"Striatum"
5056;2160;"Excluded: No data of interest";"Striatum"
5057;2161;"Excluded: No data of interest";"Striatum"
5058;1000;"Excluded: Data in graphs only";"Striatum"
5059;1001;"Excluded: No quantitative information";"Striatum"
5060;2162;"Excluded: No data of interest";"Striatum"
5061;1004;"Excluded: No english version available";"Striatum"
5062;2163;"Excluded: No data of interest";"Striatum"
5063;2164;"Excluded: No english version available";"Striatum"
5064;1006;"Excluded: Treated animals only";"Striatum"
5065;2165;"Excluded: Review";"Striatum"
5066;1007;"Included";"Striatum"
5067;2166;"Excluded: No data of interest";"Striatum"
5068;2167;"Already included";"Striatum"
5069;1008;"Excluded: No quantitative information";"Striatum"
5070;2168;"Excluded: Data in graphs only";"Caudoputamen"
5071;2169;"Excluded: Treated animals only";"Caudoputamen"
5072;2170;"Excluded: Treated animals only";"Caudoputamen"
5073;2171;"Excluded: Data in graphs only";"Caudoputamen"
5074;2172;"Excluded: No data of interest";"Caudoputamen"
5075;2173;"Excluded: Treated animals only";"Caudoputamen"
5076;2174;"Excluded: Data in graphs only";"Caudoputamen"
5077;2175;"Excluded: Data in graphs only";"Striatum"
5078;2176;"Excluded: Treated animals only";"Caudoputamen"
5079;5;"Excluded: Data not possible to normalize";"Caudoputamen"
5080;2177;"Excluded: No data of interest";"Caudoputamen"
5081;2178;"Excluded: Treated animals only";"Caudoputamen"
5082;2179;"Excluded: No quantitative information";"Caudoputamen"
5083;2180;"Included";"Caudoputamen"
5084;2181;"Excluded: No data of interest";"Caudoputamen"
5085;2182;"Excluded: Data not possible to normalize";"Caudoputamen"
5086;2183;"Excluded: No quantitative information";"Striatum"
5087;2184;"Excluded: No access to paper";"Caudoputamen"
5088;2185;"Excluded: Treated animals only";"Striatum"
5089;2186;"Excluded: No quantitative information";"Striatum"
5090;2187;"Excluded: Data not possible to normalize";"Striatum"
5091;2188;"Excluded: No quantitative information";"Striatum"
5092;2189;"Excluded: No quantitative information";"Striatum"
5093;2190;"Excluded: No quantitative information";"Striatum"
5094;2191;"Excluded: Treated animals only";"Striatum"
5095;2192;"Excluded: Treated animals only";"Striatum"
5097;2194;"Excluded: No data of interest";"Striatum"
5098;2195;"Excluded: No quantitative information";"Striatum"
5099;2196;"Included";"Caudoputamen"
5100;2197;"Excluded: No data of interest";"Striatum"
5101;2198;"Excluded: No quantitative information";"Striatum"
5102;2199;"Excluded: Treated animals only";"Striatum"
5103;2200;"Excluded: Data not shown";"Caudoputamen"
5104;2201;"Already included";"Striatum"
5105;2202;"Excluded: No quantitative information";"Caudoputamen"
5106;2203;"Excluded: No quantitative information";"Caudoputamen"
5107;2204;"Excluded: Data not possible to normalize";"Caudoputamen"
5108;2205;"Excluded: No access to paper";"Caudoputamen"
5109;2206;"Excluded: Data not possible to normalize";"Caudoputamen"
5110;1017;"Excluded: Data not possible to normalize";"Caudoputamen"
5111;2208;"Included";"Caudoputamen"
5112;2209;"Excluded: Data not shown";"Caudoputamen"
5113;2210;"Excluded: No data of interest";"Caudoputamen"
5114;2211;"Excluded: Data in graphs only";"Caudoputamen"
5115;2212;"Excluded: Treated animals only";"Caudoputamen"
5116;2213;"Excluded: No data of interest";"Caudoputamen"
5117;42;"Excluded: No quantitative information";"Caudoputamen"
5118;2215;"Excluded: Data not possible to normalize";"Caudoputamen"
5119;2216;"Excluded: No data of interest";"Caudoputamen"
5120;2217;"Already included";"Striatum"
5121;2218;"Excluded: Data in graphs only";"Caudoputamen"
5122;2219;"Excluded: No data of interest";"Caudoputamen"
5124;2221;"Already included";"Caudoputamen"
5125;2222;"Excluded: No quantitative information";"Caudoputamen"
